Time,CoPx,CoPy
0.934,0.002824,0.091606
0.935,0.002824,0.091606
0.936,0.002825,0.091563
0.937,0.002777,0.091582
0.938,0.002777,0.091606
0.939,0.002777,0.091625
0.94,0.002777,0.091625
0.941,0.002777,0.091582
0.942,0.002777,0.091625
0.943,0.002777,0.091625
0.944,0.002801,0.091656
0.945,0.002802,0.091613
0.946,0.002802,0.091613
0.947,0.002849,0.091656
0.948,0.002802,0.091674
0.949,0.002826,0.091644
0.95,0.002801,0.091656
0.951,0.002778,0.091705
0.952,0.002778,0.091644
0.953,0.002778,0.091644
0.954,0.002754,0.091656
0.955,0.002777,0.091625
0.956,0.002754,0.091656
0.957,0.002778,0.091662
0.958,0.002778,0.091644
0.959,0.002778,0.091644
0.96,0.002802,0.091674
0.961,0.002754,0.091632
0.962,0.002778,0.091705
0.963,0.002778,0.091662
0.964,0.002778,0.091662
0.965,0.002778,0.091662
0.966,0.002778,0.091662
0.967,0.002778,0.091662
0.968,0.002778,0.091662
0.969,0.002731,0.091681
0.97,0.002803,0.091693
0.971,0.002803,0.09165
0.972,0.002778,0.091662
0.973,0.002778,0.091662
0.974,0.002778,0.091662
0.975,0.002755,0.091693
0.976,0.002779,0.091638
0.977,0.002779,0.091638
0.978,0.002755,0.091607
0.979,0.002779,0.091638
0.98,0.002779,0.091638
0.981,0.002778,0.09162
0.982,0.002803,0.091607
0.983,0.002779,0.091577
0.984,0.002803,0.091607
0.985,0.002731,0.091595
0.986,0.002779,0.091638
0.987,0.002755,0.091626
0.988,0.002779,0.091577
0.989,0.002779,0.091577
0.99,0.002755,0.09165
0.991,0.002731,0.091638
0.992,0.002731,0.091619
0.993,0.002731,0.091619
0.994,0.002731,0.091619
