Seq,Time,Fz,Mx,My,CoPx,CoPy
0.000000,0.000000,900.371594,87.300634,5.745186,-0.006381,0.096961
1.000000,0.001000,900.280014,87.319844,5.766666,-0.006405,0.096992
2.000000,0.002000,900.280014,87.319844,5.766666,-0.006405,0.096992
3.000000,0.003000,900.188434,87.339054,5.788146,-0.006430,0.097023
4.000000,0.004000,900.188724,87.377524,5.788076,-0.006430,0.097066
5.000000,0.005000,900.005104,87.377584,5.788186,-0.006431,0.097086
6.000000,0.006000,899.913524,87.396794,5.809666,-0.006456,0.097117
7.000000,0.007000,899.821944,87.416004,5.831146,-0.006480,0.097148
8.000000,0.008000,899.730194,87.435324,5.809706,-0.006457,0.097179
9.000000,0.009000,899.546744,87.435274,5.852736,-0.006506,0.097199
10.000000,0.010000,899.454174,87.454264,5.830976,-0.006483,0.097230
11.000000,0.011000,899.270554,87.454324,5.831086,-0.006484,0.097250
12.000000,0.012000,899.270554,87.454324,5.831086,-0.006484,0.097250
13.000000,0.013000,898.995354,87.473594,5.852676,-0.006510,0.097301
14.000000,0.014000,899.178974,87.473534,5.852566,-0.006509,0.097282
15.000000,0.015000,899.087394,87.492744,5.874046,-0.006533,0.097313
16.000000,0.016000,898.995644,87.512064,5.852606,-0.006510,0.097344
17.000000,0.017000,898.904064,87.531274,5.874086,-0.006535,0.097376
18.000000,0.018000,898.720614,87.531224,5.917116,-0.006584,0.097395
19.000000,0.019000,898.720614,87.531224,5.917116,-0.006584,0.097395
20.000000,0.020000,898.444424,87.550274,5.895466,-0.006562,0.097447
21.000000,0.021000,898.444424,87.550274,5.895466,-0.006562,0.097447
22.000000,0.022000,898.168114,87.530744,5.916806,-0.006588,0.097455
23.000000,0.023000,898.168114,87.530744,5.916806,-0.006588,0.097455
24.000000,0.024000,898.076534,87.549954,5.938286,-0.006612,0.097486
25.000000,0.025000,898.075544,87.549734,5.895046,-0.006564,0.097486
26.000000,0.026000,897.892094,87.549684,5.938076,-0.006613,0.097506
27.000000,0.027000,897.708764,87.588214,5.938116,-0.006615,0.097569
28.000000,0.028000,897.708644,87.549634,5.981106,-0.006663,0.097526
29.000000,0.029000,897.525314,87.588164,5.981146,-0.006664,0.097589
30.000000,0.030000,897.340874,87.587894,5.980936,-0.006665,0.097608
31.000000,0.031000,897.248014,87.568414,5.959246,-0.006642,0.097597
32.000000,0.032000,897.155274,87.587514,5.894566,-0.006570,0.097628
33.000000,0.033000,897.063694,87.606724,5.916046,-0.006595,0.097659
34.000000,0.034000,896.971824,87.587464,5.937596,-0.006620,0.097648
35.000000,0.035000,896.788204,87.587524,5.937706,-0.006621,0.097668
36.000000,0.036000,896.604874,87.626054,5.937746,-0.006622,0.097731
37.000000,0.037000,896.512014,87.606574,5.916056,-0.006599,0.097719
38.000000,0.038000,896.511024,87.606354,5.872816,-0.006551,0.097719
39.000000,0.039000,896.419444,87.625564,5.894296,-0.006575,0.097751
40.000000,0.040000,896.143134,87.606034,5.915636,-0.006601,0.097759
41.000000,0.041000,896.051673,87.663824,5.894126,-0.006578,0.097833
42.000000,0.042000,896.051673,87.663824,5.894126,-0.006578,0.097833
43.000000,0.043000,895.868053,87.663884,5.894236,-0.006579,0.097854
44.000000,0.044000,895.868343,87.702354,5.894166,-0.006579,0.097896
45.000000,0.045000,895.684023,87.740664,5.850966,-0.006532,0.097959
46.000000,0.046000,895.500573,87.740614,5.893996,-0.006582,0.097979
47.000000,0.047000,895.315963,87.740454,5.850866,-0.006535,0.097999
48.000000,0.048000,895.131523,87.740184,5.850656,-0.006536,0.098019
49.000000,0.049000,895.131813,87.778654,5.850586,-0.006536,0.098062
50.000000,0.050000,895.131813,87.778654,5.850586,-0.006536,0.098062
51.000000,0.051000,895.040353,87.836444,5.829076,-0.006513,0.098137
52.000000,0.052000,895.040353,87.836444,5.829076,-0.006513,0.098137
53.000000,0.053000,895.040353,87.836444,5.829076,-0.006513,0.098137
54.000000,0.054000,894.948773,87.855654,5.850556,-0.006537,0.098168
55.000000,0.055000,894.672583,87.874704,5.828906,-0.006515,0.098220
56.000000,0.056000,894.857023,87.874974,5.829116,-0.006514,0.098200
57.000000,0.057000,894.765563,87.932764,5.807606,-0.006491,0.098275
58.000000,0.058000,894.673983,87.951974,5.829086,-0.006515,0.098306
59.000000,0.059000,894.489543,87.951704,5.828876,-0.006516,0.098326
60.000000,0.060000,894.397963,87.970914,5.850356,-0.006541,0.098358
61.000000,0.061000,894.397963,87.970914,5.850356,-0.006541,0.098358
62.000000,0.062000,894.398253,88.009384,5.850286,-0.006541,0.098401
63.000000,0.063000,894.306503,88.028704,5.828846,-0.006518,0.098432
64.000000,0.064000,894.491113,88.028864,5.871976,-0.006565,0.098412
65.000000,0.065000,894.399363,88.048184,5.850536,-0.006541,0.098444
66.000000,0.066000,894.399363,88.048184,5.850536,-0.006541,0.098444
67.000000,0.067000,894.492513,88.106134,5.872156,-0.006565,0.098498
68.000000,0.068000,894.400643,88.086874,5.893706,-0.006590,0.098487
69.000000,0.069000,894.400933,88.125344,5.893636,-0.006589,0.098530
70.000000,0.070000,894.492803,88.144604,5.872086,-0.006565,0.098541
71.000000,0.071000,894.584553,88.125284,5.893526,-0.006588,0.098510
72.000000,0.072000,894.677413,88.144764,5.915216,-0.006612,0.098521
73.000000,0.073000,894.584843,88.163754,5.893456,-0.006588,0.098553
74.000000,0.074000,894.677703,88.183234,5.915146,-0.006611,0.098564
75.000000,0.075000,894.769573,88.202494,5.893596,-0.006587,0.098576
76.000000,0.076000,894.862433,88.221974,5.915286,-0.006610,0.098587
77.000000,0.077000,894.954013,88.202764,5.893806,-0.006586,0.098556
78.000000,0.078000,894.955293,88.241454,5.936976,-0.006634,0.098599
79.000000,0.079000,894.863833,88.299244,5.915466,-0.006610,0.098673
80.000000,0.080000,895.048443,88.299404,5.958596,-0.006657,0.098653
81.000000,0.081000,894.955583,88.279924,5.936906,-0.006634,0.098642
82.000000,0.082000,895.140483,88.318554,5.979966,-0.006680,0.098664
83.000000,0.083000,895.140313,88.318664,5.937046,-0.006633,0.098665
84.000000,0.084000,895.324923,88.318824,5.980176,-0.006679,0.098644
85.000000,0.085000,895.325043,88.357404,5.937186,-0.006631,0.098688
86.000000,0.086000,895.417903,88.376884,5.958876,-0.006655,0.098699
87.000000,0.087000,895.418073,88.376774,6.001796,-0.006703,0.098699
88.000000,0.088000,895.694383,88.396304,5.980456,-0.006677,0.098690
89.000000,0.089000,895.785963,88.377094,5.958976,-0.006652,0.098659
90.000000,0.090000,895.877833,88.396354,5.937426,-0.006627,0.098670
91.000000,0.091000,895.970863,88.415724,6.002036,-0.006699,0.098681
92.000000,0.092000,896.154313,88.415774,5.959006,-0.006650,0.098661
93.000000,0.093000,896.338923,88.415934,6.002136,-0.006696,0.098641
94.000000,0.094000,896.155593,88.454464,6.002176,-0.006698,0.098704
95.000000,0.095000,896.247633,88.473614,6.023546,-0.006721,0.098716
96.000000,0.096000,896.247463,88.473724,5.980626,-0.006673,0.098716
97.000000,0.097000,896.523943,88.493144,6.002206,-0.006695,0.098707
98.000000,0.098000,896.523943,88.493144,6.002206,-0.006695,0.098707
99.000000,0.099000,896.615523,88.473934,5.980726,-0.006670,0.098675
100.000000,0.100000,896.708383,88.493414,6.002416,-0.006694,0.098687
101.000000,0.101000,896.614533,88.473714,5.937486,-0.006622,0.098675
102.000000,0.102000,896.799143,88.473874,5.980616,-0.006669,0.098655
103.000000,0.103000,896.800253,88.512674,5.980866,-0.006669,0.098698
104.000000,0.104000,896.983703,88.512724,5.937836,-0.006620,0.098678
105.000000,0.105000,896.983583,88.474144,5.980826,-0.006668,0.098635
106.000000,0.106000,896.982593,88.473924,5.937586,-0.006620,0.098635
107.000000,0.107000,897.075453,88.493404,5.959276,-0.006643,0.098647
108.000000,0.108000,897.074463,88.493184,5.916036,-0.006595,0.098646
109.000000,0.109000,897.258903,88.493454,5.916246,-0.006594,0.098626
110.000000,0.110000,897.442523,88.493394,5.916136,-0.006592,0.098606
111.000000,0.111000,897.442523,88.493394,5.916136,-0.006592,0.098606
112.000000,0.112000,897.442643,88.531974,5.873146,-0.006544,0.098649
113.000000,0.113000,897.717843,88.512704,5.851556,-0.006518,0.098597
114.000000,0.114000,897.717723,88.474124,5.894546,-0.006566,0.098555
115.000000,0.115000,897.625973,88.493444,5.873106,-0.006543,0.098586
116.000000,0.116000,897.809423,88.493494,5.830076,-0.006494,0.098566
117.000000,0.117000,897.716563,88.474014,5.808386,-0.006470,0.098555
118.000000,0.118000,897.992874,88.493544,5.787046,-0.006444,0.098546
119.000000,0.119000,897.992874,88.493544,5.787046,-0.006444,0.098546
120.000000,0.120000,897.992874,88.493544,5.787046,-0.006444,0.098546
121.000000,0.121000,898.083634,88.474004,5.765246,-0.006419,0.098514
122.000000,0.122000,898.083464,88.474114,5.722326,-0.006372,0.098514
123.000000,0.123000,898.083464,88.474114,5.722326,-0.006372,0.098514
124.000000,0.124000,898.175214,88.454794,5.743766,-0.006395,0.098483
125.000000,0.125000,898.267084,88.474054,5.722216,-0.006370,0.098494
126.000000,0.126000,898.174224,88.454574,5.700526,-0.006347,0.098483
127.000000,0.127000,898.449254,88.435414,5.636016,-0.006273,0.098431
128.000000,0.128000,898.450244,88.435634,5.679256,-0.006321,0.098431
129.000000,0.129000,898.633694,88.435684,5.636226,-0.006272,0.098411
130.000000,0.130000,898.449084,88.435524,5.593096,-0.006225,0.098431
131.000000,0.131000,898.633694,88.435684,5.636226,-0.006272,0.098411
132.000000,0.132000,898.725444,88.416364,5.657666,-0.006295,0.098380
133.000000,0.133000,898.725564,88.454944,5.614676,-0.006247,0.098423
134.000000,0.134000,898.725564,88.454944,5.614676,-0.006247,0.098423
135.000000,0.135000,898.817434,88.474204,5.593126,-0.006223,0.098434
136.000000,0.136000,898.909184,88.454884,5.614566,-0.006246,0.098402
137.000000,0.137000,898.909184,88.454884,5.614566,-0.006246,0.098402
138.000000,0.138000,899.092634,88.454934,5.571536,-0.006197,0.098382
139.000000,0.139000,899.092634,88.454934,5.571536,-0.006197,0.098382
140.000000,0.140000,899.001174,88.512724,5.550026,-0.006174,0.098457
141.000000,0.141000,899.092924,88.493404,5.571466,-0.006197,0.098425
142.000000,0.142000,899.276374,88.493454,5.528436,-0.006148,0.098405
143.000000,0.143000,899.277484,88.532254,5.528686,-0.006148,0.098448
144.000000,0.144000,899.369234,88.512934,5.550126,-0.006171,0.098417
145.000000,0.145000,899.369234,88.512934,5.550126,-0.006171,0.098417
