Seq,Time,Fz,Mx,My,CoPx,CoPy
0.000000,0.000000,897.858766,50.977065,9.911476,-0.011039,0.056776
1.000000,0.001000,897.675146,50.977125,9.911586,-0.011041,0.056788
2.000000,0.002000,897.767016,50.996385,9.890036,-0.011016,0.056804
3.000000,0.003000,897.583566,50.996335,9.933066,-0.011066,0.056815
4.000000,0.004000,897.766896,50.957805,9.933026,-0.011064,0.056761
5.000000,0.005000,897.766606,50.919335,9.933096,-0.011064,0.056718
6.000000,0.006000,897.675146,50.977125,9.911586,-0.011041,0.056788
7.000000,0.007000,897.767016,50.996385,9.890036,-0.011016,0.056804
8.000000,0.008000,897.766896,50.957805,9.933026,-0.011064,0.056761
9.000000,0.009000,897.675026,50.938545,9.954576,-0.011089,0.056745
10.000000,0.010000,897.766606,50.919335,9.933096,-0.011064,0.056718
11.000000,0.011000,897.858476,50.938595,9.911546,-0.011039,0.056733
12.000000,0.012000,897.673746,50.899855,9.911406,-0.011041,0.056702
13.000000,0.013000,897.765496,50.880535,9.932846,-0.011064,0.056675
14.000000,0.014000,897.673746,50.899855,9.911406,-0.011041,0.056702
15.000000,0.015000,897.673746,50.899855,9.911406,-0.011041,0.056702
16.000000,0.016000,897.857366,50.899795,9.911296,-0.011039,0.056690
17.000000,0.017000,897.673746,50.899855,9.911406,-0.011041,0.056702
18.000000,0.018000,897.673746,50.899855,9.911406,-0.011041,0.056702
19.000000,0.019000,897.765496,50.880535,9.932846,-0.011064,0.056675
20.000000,0.020000,897.672636,50.861055,9.911156,-0.011041,0.056659
21.000000,0.021000,897.765496,50.880535,9.932846,-0.011064,0.056675
22.000000,0.022000,897.765496,50.880535,9.932846,-0.011064,0.056675
23.000000,0.023000,897.857076,50.861325,9.911366,-0.011039,0.056647
24.000000,0.024000,897.857076,50.861325,9.911366,-0.011039,0.056647
25.000000,0.025000,897.765496,50.880535,9.932846,-0.011064,0.056675
26.000000,0.026000,897.857366,50.899795,9.911296,-0.011039,0.056690
27.000000,0.027000,897.857366,50.899795,9.911296,-0.011039,0.056690
28.000000,0.028000,897.948946,50.880585,9.889816,-0.011014,0.056663
29.000000,0.029000,897.857076,50.861325,9.911366,-0.011039,0.056647
30.000000,0.030000,897.857076,50.861325,9.911366,-0.011039,0.056647
31.000000,0.031000,897.948946,50.880585,9.889816,-0.011014,0.056663
32.000000,0.032000,897.948946,50.880585,9.889816,-0.011014,0.056663
33.000000,0.033000,897.948946,50.880585,9.889816,-0.011014,0.056663
34.000000,0.034000,898.041516,50.861595,9.911576,-0.011037,0.056636
