Seq,Time,Fz,Mx,My,CoPx,CoPy
0.000000,0.000000,899.429474,81.996275,-2.323944,0.002584,0.091165
1.000000,0.001000,899.429474,81.996275,-2.323944,0.002584,0.091165
2.000000,0.002000,899.521224,81.976955,-2.302504,0.002560,0.091134
3.000000,0.003000,899.612924,81.996325,-2.366974,0.002631,0.091146
4.000000,0.004000,899.521344,82.015535,-2.345494,0.002607,0.091177
5.000000,0.005000,899.337724,82.015595,-2.345384,0.002608,0.091196
6.000000,0.006000,899.337724,82.015595,-2.345384,0.002608,0.091196
7.000000,0.007000,899.522454,82.054335,-2.345244,0.002607,0.091220
8.000000,0.008000,899.614034,82.035125,-2.366724,0.002631,0.091189
9.000000,0.009000,899.522454,82.054335,-2.345244,0.002607,0.091220
10.000000,0.010000,899.522454,82.054335,-2.345244,0.002607,0.091220
11.000000,0.011000,899.522454,82.054335,-2.345244,0.002607,0.091220
12.000000,0.012000,899.522454,82.054335,-2.345244,0.002607,0.091220
13.000000,0.013000,899.429594,82.034855,-2.366934,0.002632,0.091208
14.000000,0.014000,899.429884,82.073325,-2.367004,0.002632,0.091250
15.000000,0.015000,899.523734,82.093025,-2.302074,0.002559,0.091263
16.000000,0.016000,899.522744,82.092805,-2.345314,0.002607,0.091263
17.000000,0.017000,899.522744,82.092805,-2.345314,0.002607,0.091263
18.000000,0.018000,899.523854,82.131605,-2.345064,0.002607,0.091306
19.000000,0.019000,899.707474,82.131545,-2.345174,0.002607,0.091287
20.000000,0.020000,899.708584,82.170345,-2.344924,0.002606,0.091330
21.000000,0.021000,899.616714,82.151085,-2.323374,0.002583,0.091318
22.000000,0.022000,899.524144,82.170075,-2.345134,0.002607,0.091348
23.000000,0.023000,899.800624,82.189495,-2.323554,0.002582,0.091342
24.000000,0.024000,899.800624,82.189495,-2.323554,0.002582,0.091342
25.000000,0.025000,899.708874,82.208815,-2.344994,0.002606,0.091373
26.000000,0.026000,899.708874,82.208815,-2.344994,0.002606,0.091373
27.000000,0.027000,899.708874,82.208815,-2.344994,0.002606,0.091373
28.000000,0.028000,899.801734,82.228295,-2.323304,0.002582,0.091385
29.000000,0.029000,899.893484,82.208975,-2.301864,0.002558,0.091354
30.000000,0.030000,899.801734,82.228295,-2.323304,0.002582,0.091385
31.000000,0.031000,899.894594,82.247775,-2.301614,0.002558,0.091397
32.000000,0.032000,899.985354,82.228235,-2.323414,0.002582,0.091366
33.000000,0.033000,899.986464,82.267035,-2.323164,0.002581,0.091409
34.000000,0.034000,899.986634,82.266925,-2.280244,0.002534,0.091409
35.000000,0.035000,899.894884,82.286245,-2.301684,0.002558,0.091440
36.000000,0.036000,899.986754,82.305505,-2.323234,0.002581,0.091452
37.000000,0.037000,899.986754,82.305505,-2.323234,0.002581,0.091452
38.000000,0.038000,900.079614,82.324985,-2.301544,0.002557,0.091464
39.000000,0.039000,899.986754,82.305505,-2.323234,0.002581,0.091452
40.000000,0.040000,900.078624,82.324765,-2.344784,0.002605,0.091464
41.000000,0.041000,900.171484,82.344245,-2.323094,0.002581,0.091476
42.000000,0.042000,900.171484,82.344245,-2.323094,0.002581,0.091476
43.000000,0.043000,900.263354,82.363505,-2.344644,0.002604,0.091488
44.000000,0.044000,900.356384,82.382875,-2.280034,0.002532,0.091500
45.000000,0.045000,900.171774,82.382715,-2.323164,0.002581,0.091519
46.000000,0.046000,900.172594,82.383045,-2.322844,0.002580,0.091519
47.000000,0.047000,900.263354,82.363505,-2.344644,0.002604,0.091488
48.000000,0.048000,900.356504,82.421455,-2.323024,0.002580,0.091543
49.000000,0.049000,900.356504,82.421455,-2.323024,0.002580,0.091543
50.000000,0.050000,900.356504,82.421455,-2.323024,0.002580,0.091543
51.000000,0.051000,900.356504,82.421455,-2.323024,0.002580,0.091543
52.000000,0.052000,900.540944,82.421725,-2.322814,0.002579,0.091525
53.000000,0.053000,900.448084,82.402245,-2.344504,0.002604,0.091512
54.000000,0.054000,900.356504,82.421455,-2.323024,0.002580,0.091543
55.000000,0.055000,900.449364,82.440935,-2.301334,0.002556,0.091555
56.000000,0.056000,900.356504,82.421455,-2.323024,0.002580,0.091543
57.000000,0.057000,900.448084,82.402245,-2.344504,0.002604,0.091512
58.000000,0.058000,900.448254,82.402135,-2.301584,0.002556,0.091512
59.000000,0.059000,900.541114,82.421615,-2.279894,0.002532,0.091525
60.000000,0.060000,900.357784,82.460145,-2.279854,0.002532,0.091586
61.000000,0.061000,900.449364,82.440935,-2.301334,0.002556,0.091555
62.000000,0.062000,900.449364,82.440935,-2.301334,0.002556,0.091555
63.000000,0.063000,900.357614,82.460255,-2.322774,0.002580,0.091586
64.000000,0.064000,900.173174,82.459985,-2.322984,0.002581,0.091605
65.000000,0.065000,900.173174,82.459985,-2.322984,0.002581,0.091605
66.000000,0.066000,900.356504,82.421455,-2.323024,0.002580,0.091543
67.000000,0.067000,900.081304,82.440725,-2.301434,0.002557,0.091593
68.000000,0.068000,900.173174,82.459985,-2.322984,0.002581,0.091605
69.000000,0.069000,900.081424,82.479305,-2.344424,0.002605,0.091635
70.000000,0.070000,899.988564,82.459825,-2.366114,0.002629,0.091623
71.000000,0.071000,900.081424,82.479305,-2.344424,0.002605,0.091635
72.000000,0.072000,899.897974,82.479255,-2.301394,0.002557,0.091654
73.000000,0.073000,899.805114,82.459775,-2.323084,0.002582,0.091642
74.000000,0.074000,899.804944,82.459885,-2.366004,0.002629,0.091642
75.000000,0.075000,899.896984,82.479035,-2.344634,0.002605,0.091654
76.000000,0.076000,899.896984,82.479035,-2.344634,0.002605,0.091654
77.000000,0.077000,899.805114,82.459775,-2.323084,0.002582,0.091642
78.000000,0.078000,899.713364,82.479095,-2.344524,0.002606,0.091673
79.000000,0.079000,899.620504,82.459615,-2.366214,0.002630,0.091660
80.000000,0.080000,899.620504,82.459615,-2.366214,0.002630,0.091660
81.000000,0.081000,899.528634,82.440355,-2.344664,0.002607,0.091648
82.000000,0.082000,899.528924,82.478825,-2.344734,0.002607,0.091691
83.000000,0.083000,899.436064,82.459345,-2.366424,0.002631,0.091679
84.000000,0.084000,899.344024,82.440195,-2.387794,0.002655,0.091667
85.000000,0.085000,899.344194,82.440085,-2.344874,0.002607,0.091667
86.000000,0.086000,899.345304,82.478885,-2.344624,0.002607,0.091710
87.000000,0.087000,899.252444,82.459405,-2.366314,0.002631,0.091698
88.000000,0.088000,899.345304,82.478885,-2.344624,0.002607,0.091710
89.000000,0.089000,899.345184,82.440305,-2.301634,0.002559,0.091667
90.000000,0.090000,899.160744,82.440035,-2.301844,0.002560,0.091686
91.000000,0.091000,899.252444,82.459405,-2.366314,0.002631,0.091698
92.000000,0.092000,898.976134,82.439875,-2.344974,0.002608,0.091704
93.000000,0.093000,898.976134,82.439875,-2.344974,0.002608,0.091704
94.000000,0.094000,898.976134,82.439875,-2.344974,0.002608,0.091704
95.000000,0.095000,898.884384,82.459195,-2.366414,0.002633,0.091735
96.000000,0.096000,898.975964,82.439985,-2.387894,0.002656,0.091704
97.000000,0.097000,898.977124,82.440095,-2.301734,0.002560,0.091704
98.000000,0.098000,898.884264,82.420615,-2.323424,0.002585,0.091692
99.000000,0.099000,898.884264,82.420615,-2.323424,0.002585,0.091692
100.000000,0.100000,898.884384,82.459195,-2.366414,0.002633,0.091735
101.000000,0.101000,898.975964,82.439985,-2.387894,0.002656,0.091704
102.000000,0.102000,898.884094,82.420725,-2.366344,0.002633,0.091692
103.000000,0.103000,898.975964,82.439985,-2.387894,0.002656,0.091704
104.000000,0.104000,898.882984,82.381925,-2.366594,0.002633,0.091649
105.000000,0.105000,898.791404,82.401135,-2.345114,0.002609,0.091680
106.000000,0.106000,898.791404,82.401135,-2.345114,0.002609,0.091680
107.000000,0.107000,898.791404,82.401135,-2.345114,0.002609,0.091680
108.000000,0.108000,898.882984,82.381925,-2.366594,0.002633,0.091649
109.000000,0.109000,898.882984,82.381925,-2.366594,0.002633,0.091649
110.000000,0.110000,898.791234,82.401245,-2.388034,0.002657,0.091680
111.000000,0.111000,898.791234,82.401245,-2.388034,0.002657,0.091680
112.000000,0.112000,898.882984,82.381925,-2.366594,0.002633,0.091649
113.000000,0.113000,898.882984,82.381925,-2.366594,0.002633,0.091649
114.000000,0.114000,898.698254,82.343185,-2.366734,0.002634,0.091625
115.000000,0.115000,898.698254,82.343185,-2.366734,0.002634,0.091625
116.000000,0.116000,898.882984,82.381925,-2.366594,0.002633,0.091649
117.000000,0.117000,898.882984,82.381925,-2.366594,0.002633,0.091649
118.000000,0.118000,898.791114,82.362665,-2.345044,0.002609,0.091637
119.000000,0.119000,898.698254,82.343185,-2.366734,0.002634,0.091625
120.000000,0.120000,898.698254,82.343185,-2.366734,0.002634,0.091625
121.000000,0.121000,898.790004,82.323865,-2.345294,0.002609,0.091594
122.000000,0.122000,898.790124,82.362445,-2.388284,0.002657,0.091637
123.000000,0.123000,898.605394,82.323705,-2.388424,0.002658,0.091613
124.000000,0.124000,898.790004,82.323865,-2.345294,0.002609,0.091594
125.000000,0.125000,898.790004,82.323865,-2.345294,0.002609,0.091594
126.000000,0.126000,898.697144,82.304385,-2.366984,0.002634,0.091582
127.000000,0.127000,898.697144,82.304385,-2.366984,0.002634,0.091582
128.000000,0.128000,898.789834,82.323975,-2.388214,0.002657,0.091594
129.000000,0.129000,898.696974,82.304495,-2.409904,0.002682,0.091582
130.000000,0.130000,898.605394,82.323705,-2.388424,0.002658,0.091613
131.000000,0.131000,898.605274,82.285125,-2.345434,0.002610,0.091570
132.000000,0.132000,898.605274,82.285125,-2.345434,0.002610,0.091570
133.000000,0.133000,898.605274,82.285125,-2.345434,0.002610,0.091570
134.000000,0.134000,898.696854,82.265915,-2.366914,0.002634,0.091539
135.000000,0.135000,898.696854,82.265915,-2.366914,0.002634,0.091539
136.000000,0.136000,898.696854,82.265915,-2.366914,0.002634,0.091539
137.000000,0.137000,898.419264,82.207695,-2.388744,0.002659,0.091503
138.000000,0.138000,898.511134,82.226955,-2.410294,0.002683,0.091515
139.000000,0.139000,898.419264,82.207695,-2.388744,0.002659,0.091503
140.000000,0.140000,898.419264,82.207695,-2.388744,0.002659,0.091503
141.000000,0.141000,898.419264,82.207695,-2.388744,0.002659,0.091503
142.000000,0.142000,898.419264,82.207695,-2.388744,0.002659,0.091503
143.000000,0.143000,898.512124,82.227175,-2.367054,0.002634,0.091515
144.000000,0.144000,898.419264,82.207695,-2.388744,0.002659,0.091503
145.000000,0.145000,898.326284,82.149635,-2.367444,0.002635,0.091447
146.000000,0.146000,898.418974,82.169225,-2.388674,0.002659,0.091460
147.000000,0.147000,898.417984,82.169005,-2.431914,0.002707,0.091460
148.000000,0.148000,898.327394,82.188435,-2.367194,0.002635,0.091491
149.000000,0.149000,898.326114,82.149745,-2.410364,0.002683,0.091448
150.000000,0.150000,898.233254,82.130265,-2.432054,0.002708,0.091435
151.000000,0.151000,898.233134,82.091685,-2.389064,0.002660,0.091392
152.000000,0.152000,898.141384,82.111005,-2.410504,0.002684,0.091423
153.000000,0.153000,898.141384,82.111005,-2.410504,0.002684,0.091423
154.000000,0.154000,898.233134,82.091685,-2.389064,0.002660,0.091392
155.000000,0.155000,898.232964,82.091795,-2.431984,0.002708,0.091393
156.000000,0.156000,898.232964,82.091795,-2.431984,0.002708,0.091393
157.000000,0.157000,898.324714,82.072475,-2.410544,0.002683,0.091362
158.000000,0.158000,898.232964,82.091795,-2.431984,0.002708,0.091393
159.000000,0.159000,898.324544,82.072585,-2.453464,0.002731,0.091362
160.000000,0.160000,898.324714,82.072475,-2.410544,0.002683,0.091362
161.000000,0.161000,898.048234,82.053055,-2.432124,0.002708,0.091368
162.000000,0.162000,898.139814,82.033845,-2.453604,0.002732,0.091337
163.000000,0.163000,898.232554,82.014745,-2.388924,0.002660,0.091307
